time,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2020-01-01 00:30:00,0.0,0.0,0.0,-2.32,5.45
2020-01-01 01:30:00,0.0,0.0,0.0,-2.39,5.66
2020-01-01 02:30:00,0.0,0.0,0.0,-2.45,5.52
2020-01-01 03:30:00,0.0,0.0,0.0,-2.36,5.52
2020-01-01 04:30:00,0.0,0.0,0.0,-2.41,4.97
2020-01-01 05:30:00,0.0,0.0,0.0,-2.65,5.17
2020-01-01 06:30:00,0.0,0.0,0.0,-3.16,5.03
2020-01-01 07:30:00,0.0,0.0,0.0,-3.37,4.97
2020-01-01 08:30:00,0.0,0.0,0.0,-3.12,4.41
2020-01-01 09:30:00,0.0,0.0,0.0,-2.91,4.41
2020-01-01 10:30:00,0.0,0.0,0.0,-2.93,4.69
2020-01-01 11:30:00,0.0,0.0,0.0,-3.3,4.55
2020-01-01 12:30:00,0.0,0.0,0.0,-3.28,4.48
2020-01-01 13:30:00,192.94,159.63,33.32,-3.4,4.28
2020-01-01 14:30:00,427.91,315.69,112.22,-3.09,3.93
2020-01-01 15:30:00,623.58,451.8,171.78,-2.15,4.83
2020-01-01 16:30:00,789.92,603.91,186.01,-1.14,5.38
2020-01-01 17:30:00,929.51,763.27,166.23,-0.08,5.59
2020-01-01 18:30:00,930.65,787.81,142.85,1.05,5.59
2020-01-01 19:30:00,795.53,661.04,134.48000000000002,2.32,5.31
2020-01-01 20:30:00,599.0,488.49,110.51,3.14,5.24
2020-01-01 21:30:00,304.61,237.47,67.13,3.38,4.62
2020-01-01 22:30:00,0.0,0.0,0.0,2.64,4.21
2020-01-01 23:30:00,0.0,0.0,0.0,1.73,4.21
2020-01-02 00:30:00,0.0,0.0,0.0,1.46,4.76
2020-01-02 01:30:00,0.0,0.0,0.0,1.58,5.38
2020-01-02 02:30:00,0.0,0.0,0.0,1.82,5.86
2020-01-02 03:30:00,0.0,0.0,0.0,2.17,6.28
2020-01-02 04:30:00,0.0,0.0,0.0,2.47,6.48
2020-01-02 05:30:00,0.0,0.0,0.0,2.73,6.41
2020-01-02 06:30:00,0.0,0.0,0.0,2.82,6.41
2020-01-02 07:30:00,0.0,0.0,0.0,2.9,6.14
2020-01-02 08:30:00,0.0,0.0,0.0,2.79,6.21
2020-01-02 09:30:00,0.0,0.0,0.0,2.84,6.28
2020-01-02 10:30:00,0.0,0.0,0.0,2.8,5.86
2020-01-02 11:30:00,0.0,0.0,0.0,2.68,5.59
2020-01-02 12:30:00,0.0,0.0,0.0,2.61,5.52
2020-01-02 13:30:00,232.92,199.39,33.519999999999996,2.54,5.52
2020-01-02 14:30:00,477.88,376.44,101.44,3.14,5.59
2020-01-02 15:30:00,613.49,452.31,161.17,4.55,5.31
2020-01-02 16:30:00,495.5,270.37,225.13000000000002,6.11,5.66
2020-01-02 17:30:00,432.58,193.92,238.66,7.19,6.34
2020-01-02 18:30:00,627.63,401.47,226.15,8.01,6.48
2020-01-02 19:30:00,383.37,186.85,196.52,9.25,6.97
2020-01-02 20:30:00,200.65,91.92,108.74,9.53,6.41
2020-01-02 21:30:00,50.04,14.39,35.65,9.34,5.93
2020-01-02 22:30:00,0.0,0.0,0.0,8.83,5.59
2020-01-02 23:30:00,0.0,0.0,0.0,8.32,5.31
2020-01-03 00:30:00,0.0,0.0,0.0,8.28,5.03
2020-01-03 01:30:00,0.0,0.0,0.0,8.14,4.55
2020-01-03 02:30:00,0.0,0.0,0.0,8.02,4.07
2020-01-03 03:30:00,0.0,0.0,0.0,7.89,4.14
2020-01-03 04:30:00,0.0,0.0,0.0,7.77,3.93
2020-01-03 05:30:00,0.0,0.0,0.0,7.69,3.66
2020-01-03 06:30:00,0.0,0.0,0.0,7.48,3.17
2020-01-03 07:30:00,0.0,0.0,0.0,7.26,2.97
2020-01-03 08:30:00,0.0,0.0,0.0,7.28,2.83
2020-01-03 09:30:00,0.0,0.0,0.0,7.16,2.41
2020-01-03 10:30:00,0.0,0.0,0.0,6.99,2.28
2020-01-03 11:30:00,0.0,0.0,0.0,6.65,2.34
2020-01-03 12:30:00,0.0,0.0,0.0,6.37,2.07
2020-01-03 13:30:00,8.07,0.0,8.07,6.2,1.79
2020-01-03 14:30:00,66.55,18.82,47.730000000000004,5.94,1.52
2020-01-03 15:30:00,219.67,106.94,112.73,6.52,1.72
2020-01-03 16:30:00,392.19,247.67,144.52,7.32,2.28
2020-01-03 17:30:00,315.44,161.08,154.35999999999999,8.03,1.93
2020-01-03 18:30:00,198.18,59.84,138.35,8.45,1.72
2020-01-03 19:30:00,126.03,27.63,98.4,8.25,1.79
2020-01-03 20:30:00,85.48,23.0,62.47,8.36,1.59
2020-01-03 21:30:00,23.16,5.18,17.98,8.09,1.17
2020-01-03 22:30:00,0.0,0.0,0.0,7.43,1.1
2020-01-03 23:30:00,0.0,0.0,0.0,6.56,1.52
2020-01-04 00:30:00,0.0,0.0,0.0,6.1,2.14
2020-01-04 01:30:00,0.0,0.0,0.0,5.58,2.48
2020-01-04 02:30:00,0.0,0.0,0.0,5.04,2.62
2020-01-04 03:30:00,0.0,0.0,0.0,4.46,2.55
2020-01-04 04:30:00,0.0,0.0,0.0,3.91,2.76
2020-01-04 05:30:00,0.0,0.0,0.0,3.39,3.17
2020-01-04 06:30:00,0.0,0.0,0.0,2.69,3.17
2020-01-04 07:30:00,0.0,0.0,0.0,2.52,2.9
2020-01-04 08:30:00,0.0,0.0,0.0,2.12,2.48
2020-01-04 09:30:00,0.0,0.0,0.0,1.94,1.72
2020-01-04 10:30:00,0.0,0.0,0.0,1.84,1.93
2020-01-04 11:30:00,0.0,0.0,0.0,1.65,2.21
2020-01-04 12:30:00,0.0,0.0,0.0,1.76,2.21
2020-01-04 13:30:00,19.44,7.8,11.63,1.59,2.28
2020-01-04 14:30:00,65.55,4.15,61.39,1.53,2.28
2020-01-04 15:30:00,235.24,109.69,125.55,1.72,3.52
2020-01-04 16:30:00,196.73,58.67,138.05,2.32,3.86
2020-01-04 17:30:00,120.93,8.41,112.52,2.63,4.14
2020-01-04 18:30:00,178.0,61.62,116.36999999999999,2.48,4.0
2020-01-04 19:30:00,140.18,28.81,111.37,2.68,4.41
2020-01-04 20:30:00,93.29,29.42,63.870000000000005,2.54,4.55
2020-01-04 21:30:00,21.32,1.62,19.7,2.2,4.55
2020-01-04 22:30:00,0.0,0.0,0.0,1.84,4.76
2020-01-04 23:30:00,0.0,0.0,0.0,1.45,4.62
2020-01-05 00:30:00,0.0,0.0,0.0,1.14,4.41
2020-01-05 01:30:00,0.0,0.0,0.0,0.84,4.62
2020-01-05 02:30:00,0.0,0.0,0.0,0.56,5.17
2020-01-05 03:30:00,0.0,0.0,0.0,0.13,5.45
2020-01-05 04:30:00,0.0,0.0,0.0,-0.09,5.24
2020-01-05 05:30:00,0.0,0.0,0.0,-0.24,4.83
2020-01-05 06:30:00,0.0,0.0,0.0,-0.51,4.55
2020-01-05 07:30:00,0.0,0.0,0.0,-0.98,4.69
2020-01-05 08:30:00,0.0,0.0,0.0,-1.33,4.21
2020-01-05 09:30:00,0.0,0.0,0.0,-1.76,3.79
2020-01-05 10:30:00,0.0,0.0,0.0,-2.22,3.52
2020-01-05 11:30:00,0.0,0.0,0.0,-2.51,3.1
2020-01-05 12:30:00,0.0,0.0,0.0,-2.65,3.17
2020-01-05 13:30:00,208.01,171.53,36.48,-2.88,3.24
2020-01-05 14:30:00,518.9,419.82,99.09,-2.3,3.31
2020-01-05 15:30:00,610.63,443.03,167.60000000000002,-1.02,4.69
2020-01-05 16:30:00,592.19,376.72,215.47,-0.01,5.31
2020-01-05 17:30:00,712.28,503.5,208.78,0.69,5.17
2020-01-05 18:30:00,317.52,128.54,188.98000000000002,1.77,5.52
2020-01-05 19:30:00,401.88,233.56,168.33,2.18,5.38
2020-01-05 20:30:00,52.66,0.0,52.66,3.04,5.66
2020-01-05 21:30:00,72.8,53.26,19.54,2.94,5.1
2020-01-05 22:30:00,0.0,0.0,0.0,3.33,5.52
2020-01-05 23:30:00,0.0,0.0,0.0,3.7,6.48
2020-01-06 00:30:00,0.0,0.0,0.0,4.43,6.97
2020-01-06 01:30:00,0.0,0.0,0.0,4.47,7.1
2020-01-06 02:30:00,0.0,0.0,0.0,4.48,7.24
2020-01-06 03:30:00,0.0,0.0,0.0,4.42,7.1
2020-01-06 04:30:00,0.0,0.0,0.0,4.24,6.83
2020-01-06 05:30:00,0.0,0.0,0.0,3.97,6.9
2020-01-06 06:30:00,0.0,0.0,0.0,3.45,6.97
2020-01-06 07:30:00,0.0,0.0,0.0,2.84,6.41
2020-01-06 08:30:00,0.0,0.0,0.0,2.55,6.48
2020-01-06 09:30:00,0.0,0.0,0.0,2.16,6.34
2020-01-06 10:30:00,0.0,0.0,0.0,1.83,6.34
2020-01-06 11:30:00,0.0,0.0,0.0,1.34,5.86
2020-01-06 12:30:00,0.0,0.0,0.0,0.67,5.24
2020-01-06 13:30:00,231.52,195.88,35.64,-0.2,4.83
2020-01-06 14:30:00,534.34,431.91,102.43,-0.38,4.55
2020-01-06 15:30:00,762.96,636.78,126.18,0.56,4.76
2020-01-06 16:30:00,912.42,773.68,138.74,1.87,5.38
2020-01-06 17:30:00,972.79,832.64,140.15,3.27,5.86
2020-01-06 18:30:00,922.63,772.64,150.0,4.42,6.41
2020-01-06 19:30:00,807.69,671.02,136.67000000000002,5.48,6.83
2020-01-06 20:30:00,605.9,493.42,112.47999999999999,5.83,6.76
2020-01-06 21:30:00,329.31,257.84,71.48,5.59,6.0
2020-01-06 22:30:00,0.0,0.0,0.0,4.55,5.38
2020-01-06 23:30:00,0.0,0.0,0.0,3.3,5.03
2020-01-07 00:30:00,0.0,0.0,0.0,2.43,4.69
2020-01-07 01:30:00,0.0,0.0,0.0,1.79,4.21
2020-01-07 02:30:00,0.0,0.0,0.0,1.27,3.72
2020-01-07 03:30:00,0.0,0.0,0.0,0.8,3.17
2020-01-07 04:30:00,0.0,0.0,0.0,0.36,2.69
2020-01-07 05:30:00,0.0,0.0,0.0,0.06,2.34
2020-01-07 06:30:00,0.0,0.0,0.0,-0.32,2.28
2020-01-07 07:30:00,0.0,0.0,0.0,-0.32,2.28
2020-01-07 08:30:00,0.0,0.0,0.0,-0.53,2.21
2020-01-07 09:30:00,0.0,0.0,0.0,-0.92,2.21
2020-01-07 10:30:00,0.0,0.0,0.0,-1.34,2.14
2020-01-07 11:30:00,0.0,0.0,0.0,-1.55,2.07
2020-01-07 12:30:00,0.0,0.0,0.0,-1.69,2.07
2020-01-07 13:30:00,25.18,1.38,23.8,-1.71,2.07
2020-01-07 14:30:00,157.1,51.84,105.26,-1.18,2.0
2020-01-07 15:30:00,490.48,312.94,177.55,0.3,2.41
2020-01-07 16:30:00,642.48,413.71,228.77,2.17,2.97
2020-01-07 17:30:00,722.96,480.61,242.36,3.85,3.93
2020-01-07 18:30:00,631.63,400.08,231.55,4.94,4.76
2020-01-07 19:30:00,581.18,375.95,205.23000000000002,5.58,5.03
2020-01-07 20:30:00,390.58,248.31,142.26,5.77,5.45
2020-01-07 21:30:00,202.33,130.98,71.35,5.32,5.45
2020-01-07 22:30:00,0.0,0.0,0.0,4.25,5.59
2020-01-07 23:30:00,0.0,0.0,0.0,3.07,5.1
2020-01-08 00:30:00,0.0,0.0,0.0,2.16,5.03
2020-01-08 01:30:00,0.0,0.0,0.0,1.19,4.76
2020-01-08 02:30:00,0.0,0.0,0.0,0.7,4.48
2020-01-08 03:30:00,0.0,0.0,0.0,0.54,4.28
2020-01-08 04:30:00,0.0,0.0,0.0,0.71,5.1
2020-01-08 05:30:00,0.0,0.0,0.0,0.23,6.07
2020-01-08 06:30:00,0.0,0.0,0.0,0.17,6.34
2020-01-08 07:30:00,0.0,0.0,0.0,-0.09,6.28
2020-01-08 08:30:00,0.0,0.0,0.0,-0.62,5.93
2020-01-08 09:30:00,0.0,0.0,0.0,-1.13,5.72
2020-01-08 10:30:00,0.0,0.0,0.0,-1.56,6.0
2020-01-08 11:30:00,0.0,0.0,0.0,-1.89,6.48
2020-01-08 12:30:00,0.0,0.0,0.0,-2.48,6.69
2020-01-08 13:30:00,194.7,159.14,35.56,-3.3,6.48
2020-01-08 14:30:00,269.71,158.74,110.96000000000001,-3.66,6.28
2020-01-08 15:30:00,568.21,393.48,174.73,-3.46,6.62
2020-01-08 16:30:00,830.26,640.03,190.22,-3.03,6.28
2020-01-08 17:30:00,876.41,682.73,193.68,-2.57,5.93
2020-01-08 18:30:00,694.51,460.99,233.51999999999998,-2.32,5.66
2020-01-08 19:30:00,730.64,556.95,173.69,-2.67,5.17
2020-01-08 20:30:00,547.45,406.36,141.1,-2.59,4.69
2020-01-08 21:30:00,350.66,274.33,76.33,-2.64,4.21
2020-01-08 22:30:00,0.0,0.0,0.0,-3.28,2.62
2020-01-08 23:30:00,0.0,0.0,0.0,-4.02,1.79
2020-01-09 00:30:00,0.0,0.0,0.0,-4.81,1.24
2020-01-09 01:30:00,0.0,0.0,0.0,-5.4,1.17
2020-01-09 02:30:00,0.0,0.0,0.0,-5.41,1.1
2020-01-09 03:30:00,0.0,0.0,0.0,-4.53,0.76
2020-01-09 04:30:00,0.0,0.0,0.0,-5.95,1.66
2020-01-09 05:30:00,0.0,0.0,0.0,-5.53,2.07
2020-01-09 06:30:00,0.0,0.0,0.0,-5.22,2.28
2020-01-09 07:30:00,0.0,0.0,0.0,-5.78,3.1
2020-01-09 08:30:00,0.0,0.0,0.0,-5.51,3.17
2020-01-09 09:30:00,0.0,0.0,0.0,-5.27,3.59
2020-01-09 10:30:00,0.0,0.0,0.0,-5.16,4.21
2020-01-09 11:30:00,0.0,0.0,0.0,-4.99,4.55
2020-01-09 12:30:00,0.0,0.0,0.0,-4.7,4.69
2020-01-09 13:30:00,182.02,143.88,38.14,-4.57,4.76
2020-01-09 14:30:00,485.1,374.18,110.92,-3.8,4.48
2020-01-09 15:30:00,427.72,237.87,189.85,-1.93,5.1
2020-01-09 16:30:00,445.26,226.43,218.82999999999998,0.15,5.38
2020-01-09 17:30:00,303.7,93.8,209.91,2.4,5.59
2020-01-09 18:30:00,383.31,167.46,215.85,4.15,5.45
2020-01-09 19:30:00,266.22,85.86,180.37,6.32,6.14
2020-01-09 20:30:00,165.68,41.33,124.35000000000001,7.5,7.17
2020-01-09 21:30:00,82.78,29.53,53.25,8.14,7.31
2020-01-09 22:30:00,0.0,0.0,0.0,8.2,7.66
2020-01-09 23:30:00,0.0,0.0,0.0,8.21,8.07
2020-01-10 00:30:00,0.0,0.0,0.0,8.48,7.93
2020-01-10 01:30:00,0.0,0.0,0.0,8.2,7.38
2020-01-10 02:30:00,0.0,0.0,0.0,8.01,7.52
2020-01-10 03:30:00,0.0,0.0,0.0,8.23,7.72
2020-01-10 04:30:00,0.0,0.0,0.0,8.11,7.79
2020-01-10 05:30:00,0.0,0.0,0.0,8.22,7.86
2020-01-10 06:30:00,0.0,0.0,0.0,7.99,7.93
2020-01-10 07:30:00,0.0,0.0,0.0,6.69,6.62
2020-01-10 08:30:00,0.0,0.0,0.0,6.44,6.41
2020-01-10 09:30:00,0.0,0.0,0.0,6.68,6.14
2020-01-10 10:30:00,0.0,0.0,0.0,6.95,5.93
2020-01-10 11:30:00,0.0,0.0,0.0,7.18,5.79
2020-01-10 12:30:00,0.0,0.0,0.0,7.46,5.52
2020-01-10 13:30:00,6.22,0.0,6.22,7.71,5.1
2020-01-10 14:30:00,21.04,0.0,21.04,8.12,4.97
2020-01-10 15:30:00,25.76,0.0,25.759999999999998,8.52,5.03
2020-01-10 16:30:00,53.0,5.72,47.28,9.01,5.31
2020-01-10 17:30:00,34.13,0.0,34.13,9.58,5.1
2020-01-10 18:30:00,41.72,0.0,41.72,9.85,4.97
2020-01-10 19:30:00,40.57,2.3,38.269999999999996,10.36,4.48
2020-01-10 20:30:00,16.98,0.0,16.98,10.76,4.41
2020-01-10 21:30:00,11.29,0.0,11.29,10.82,3.79
2020-01-10 22:30:00,0.0,0.0,0.0,10.75,3.1
2020-01-10 23:30:00,0.0,0.0,0.0,10.53,2.97
2020-01-11 00:30:00,0.0,0.0,0.0,10.49,2.83
2020-01-11 01:30:00,0.0,0.0,0.0,10.54,2.83
2020-01-11 02:30:00,0.0,0.0,0.0,10.66,3.31
2020-01-11 03:30:00,0.0,0.0,0.0,11.27,4.07
2020-01-11 04:30:00,0.0,0.0,0.0,11.68,4.9
2020-01-11 05:30:00,0.0,0.0,0.0,11.95,5.72
2020-01-11 06:30:00,0.0,0.0,0.0,12.34,6.76
2020-01-11 07:30:00,0.0,0.0,0.0,12.71,6.9
2020-01-11 08:30:00,0.0,0.0,0.0,12.9,7.31
2020-01-11 09:30:00,0.0,0.0,0.0,13.2,7.79
2020-01-11 10:30:00,0.0,0.0,0.0,13.67,8.28
2020-01-11 11:30:00,0.0,0.0,0.0,14.15,8.83
2020-01-11 12:30:00,0.0,0.0,0.0,14.6,8.97
2020-01-11 13:30:00,6.62,0.0,6.62,14.83,9.45
2020-01-11 14:30:00,50.61,0.44,50.17,15.22,9.93
2020-01-11 15:30:00,17.68,0.0,17.69,15.92,10.14
2020-01-11 16:30:00,18.83,0.0,18.84,16.27,6.97
2020-01-11 17:30:00,30.22,0.43,29.79,12.94,3.31
2020-01-11 18:30:00,16.54,0.0,16.54,6.03,7.72
2020-01-11 19:30:00,18.08,0.0,18.080000000000002,3.51,6.48
2020-01-11 20:30:00,14.7,0.26,14.43,2.33,5.45
2020-01-11 21:30:00,7.19,0.0,7.19,2.49,4.97
2020-01-11 22:30:00,0.0,0.0,0.0,2.46,4.55
2020-01-11 23:30:00,0.0,0.0,0.0,2.39,4.69
2020-01-12 00:30:00,0.0,0.0,0.0,2.15,5.03
2020-01-12 01:30:00,0.0,0.0,0.0,1.93,4.9
2020-01-12 02:30:00,0.0,0.0,0.0,1.72,4.83
2020-01-12 03:30:00,0.0,0.0,0.0,1.57,4.55
2020-01-12 04:30:00,0.0,0.0,0.0,1.14,5.24
2020-01-12 05:30:00,0.0,0.0,0.0,0.69,4.48
2020-01-12 06:30:00,0.0,0.0,0.0,0.38,4.0
2020-01-12 07:30:00,0.0,0.0,0.0,-0.47,5.45
2020-01-12 08:30:00,0.0,0.0,0.0,-1.04,6.14
2020-01-12 09:30:00,0.0,0.0,0.0,-1.65,6.48
2020-01-12 10:30:00,0.0,0.0,0.0,-2.19,4.69
2020-01-12 11:30:00,0.0,0.0,0.0,-2.79,3.59
2020-01-12 12:30:00,0.0,0.0,0.0,-3.11,3.31
2020-01-12 13:30:00,111.92,79.91,32.01,-3.24,3.45
2020-01-12 14:30:00,202.28,94.69,107.60000000000001,-3.03,3.45
2020-01-12 15:30:00,393.06,217.06,176.0,-2.49,2.69
2020-01-12 16:30:00,456.22,221.67,234.54999999999998,-1.73,2.07
2020-01-12 17:30:00,500.24,256.86,243.38,-0.91,1.79
2020-01-12 18:30:00,323.32,106.39,216.93,-0.17,1.72
2020-01-12 19:30:00,202.65,41.32,161.33,0.32,1.17
2020-01-12 20:30:00,158.82,42.48,116.35,0.46,0.34
2020-01-12 21:30:00,61.08,19.12,41.959999999999994,0.56,0.9
2020-01-12 22:30:00,0.0,0.0,0.0,0.51,1.86
2020-01-12 23:30:00,0.0,0.0,0.0,0.25,2.34
2020-01-13 00:30:00,0.0,0.0,0.0,-0.08,2.97
2020-01-13 01:30:00,0.0,0.0,0.0,-0.43,3.52
2020-01-13 02:30:00,0.0,0.0,0.0,-0.57,3.59
2020-01-13 03:30:00,0.0,0.0,0.0,-0.54,3.66
2020-01-13 04:30:00,0.0,0.0,0.0,-0.37,3.59
2020-01-13 05:30:00,0.0,0.0,0.0,-0.08,3.38
2020-01-13 06:30:00,0.0,0.0,0.0,0.28,3.03
2020-01-13 07:30:00,0.0,0.0,0.0,0.53,2.55
2020-01-13 08:30:00,0.0,0.0,0.0,0.71,1.52
2020-01-13 09:30:00,0.0,0.0,0.0,1.06,0.97
2020-01-13 10:30:00,0.0,0.0,0.0,0.92,1.1
2020-01-13 11:30:00,0.0,0.0,0.0,1.31,1.79
2020-01-13 12:30:00,0.0,0.0,0.0,1.63,2.41
2020-01-13 13:30:00,80.73,56.69,24.05,1.93,2.69
2020-01-13 14:30:00,129.21,56.82,72.39,2.61,2.83
2020-01-13 15:30:00,284.64,169.33,115.32000000000001,3.25,3.52
2020-01-13 16:30:00,193.44,47.05,146.39000000000001,3.69,4.69
2020-01-13 17:30:00,312.59,120.03,192.55,3.94,4.48
2020-01-13 18:30:00,233.2,72.2,161.0,4.38,4.21
2020-01-13 19:30:00,225.89,73.2,152.69,4.35,4.07
2020-01-13 20:30:00,184.37,62.87,121.5,4.43,3.59
2020-01-13 21:30:00,147.73,82.09,65.63,4.41,3.1
2020-01-13 22:30:00,0.0,0.0,0.0,3.84,1.86
2020-01-13 23:30:00,0.0,0.0,0.0,3.0,1.1
2020-01-14 00:30:00,0.0,0.0,0.0,2.66,0.21
2020-01-14 01:30:00,0.0,0.0,0.0,0.93,1.1
2020-01-14 02:30:00,0.0,0.0,0.0,-0.09,1.86
2020-01-14 03:30:00,0.0,0.0,0.0,-0.25,2.34
2020-01-14 04:30:00,0.0,0.0,0.0,-0.05,2.62
2020-01-14 05:30:00,0.0,0.0,0.0,-0.09,2.9
2020-01-14 06:30:00,0.0,0.0,0.0,-0.37,3.31
2020-01-14 07:30:00,0.0,0.0,0.0,-0.21,3.66
2020-01-14 08:30:00,0.0,0.0,0.0,-0.2,3.66
2020-01-14 09:30:00,0.0,0.0,0.0,-0.38,3.59
2020-01-14 10:30:00,0.0,0.0,0.0,-0.46,3.24
2020-01-14 11:30:00,0.0,0.0,0.0,-0.59,2.48
2020-01-14 12:30:00,0.0,0.0,0.0,-0.77,2.28
2020-01-14 13:30:00,214.86,180.88,33.99,-0.65,2.07
2020-01-14 14:30:00,434.19,341.34,92.85000000000001,0.27,2.07
2020-01-14 15:30:00,520.76,401.48,119.28,2.73,2.97
2020-01-14 16:30:00,853.64,709.77,143.86,4.79,4.07
2020-01-14 17:30:00,950.41,817.2,133.2,6.71,5.59
2020-01-14 18:30:00,929.79,795.66,134.14,8.08,6.69
2020-01-14 19:30:00,839.92,720.36,119.56,8.45,6.07
2020-01-14 20:30:00,654.07,545.65,108.43,8.95,5.86
2020-01-14 21:30:00,320.01,242.28,77.73,8.79,5.72
2020-01-14 22:30:00,0.0,0.0,0.0,7.6,5.17
2020-01-14 23:30:00,0.0,0.0,0.0,6.2,4.9
2020-01-15 00:30:00,0.0,0.0,0.0,5.35,4.76
2020-01-15 01:30:00,0.0,0.0,0.0,4.47,4.55
2020-01-15 02:30:00,0.0,0.0,0.0,3.77,4.14
2020-01-15 03:30:00,0.0,0.0,0.0,3.0,3.66
2020-01-15 04:30:00,0.0,0.0,0.0,2.25,3.1
2020-01-15 05:30:00,0.0,0.0,0.0,1.43,2.62
2020-01-15 06:30:00,0.0,0.0,0.0,0.68,2.34
2020-01-15 07:30:00,0.0,0.0,0.0,0.12,1.93
2020-01-15 08:30:00,0.0,0.0,0.0,0.48,0.62
2020-01-15 09:30:00,0.0,0.0,0.0,-1.6,1.38
2020-01-15 10:30:00,0.0,0.0,0.0,-2.5,1.72
2020-01-15 11:30:00,0.0,0.0,0.0,-2.15,1.17
2020-01-15 12:30:00,0.0,0.0,0.0,-2.57,1.66
2020-01-15 13:30:00,76.59,51.37,25.22,-1.68,2.14
2020-01-15 14:30:00,142.12,56.03,86.1,-0.91,2.34
2020-01-15 15:30:00,277.16,126.37,150.79,0.23,2.76
2020-01-15 16:30:00,320.55,128.21,192.34,1.57,3.38
2020-01-15 17:30:00,527.59,288.63,238.96,2.78,3.31
2020-01-15 18:30:00,602.73,408.51,194.23000000000002,3.96,2.76
2020-01-15 19:30:00,152.55,71.36,81.19999999999999,5.22,2.28
2020-01-15 20:30:00,26.59,0.0,26.59,5.22,2.48
2020-01-15 21:30:00,11.69,0.0,11.690000000000001,4.5,2.55
2020-01-15 22:30:00,0.0,0.0,0.0,3.7,2.21
2020-01-15 23:30:00,0.0,0.0,0.0,3.22,1.86
2020-01-16 00:30:00,0.0,0.0,0.0,2.93,1.45
2020-01-16 01:30:00,0.0,0.0,0.0,2.87,1.79
2020-01-16 02:30:00,0.0,0.0,0.0,3.1,2.83
2020-01-16 03:30:00,0.0,0.0,0.0,3.47,4.69
2020-01-16 04:30:00,0.0,0.0,0.0,3.5,5.66
2020-01-16 05:30:00,0.0,0.0,0.0,3.01,6.14
2020-01-16 06:30:00,0.0,0.0,0.0,2.38,6.34
2020-01-16 07:30:00,0.0,0.0,0.0,1.31,6.34
2020-01-16 08:30:00,0.0,0.0,0.0,1.34,5.79
2020-01-16 09:30:00,0.0,0.0,0.0,1.28,5.38
2020-01-16 10:30:00,0.0,0.0,0.0,1.25,5.17
2020-01-16 11:30:00,0.0,0.0,0.0,1.06,5.03
2020-01-16 12:30:00,0.0,0.0,0.0,0.82,5.1
2020-01-16 13:30:00,69.19,50.83,18.35,0.49,5.45
2020-01-16 14:30:00,105.62,44.6,61.02,0.1,6.0
2020-01-16 15:30:00,172.65,82.67,89.97999999999999,-0.14,6.69
2020-01-16 16:30:00,191.27,70.11,121.16,-0.52,7.31
2020-01-16 17:30:00,188.82,41.17,147.66,-0.86,7.52
2020-01-16 18:30:00,341.39,142.67,198.73,-1.03,7.38
2020-01-16 19:30:00,259.77,98.52,161.25,-0.71,7.59
2020-01-16 20:30:00,330.82,195.8,135.01999999999998,-1.17,7.24
2020-01-16 21:30:00,204.63,120.33,84.29,-1.64,6.69
2020-01-16 22:30:00,0.0,0.0,0.0,-2.34,5.93
2020-01-16 23:30:00,0.0,0.0,0.0,-2.98,5.24
2020-01-17 00:30:00,0.0,0.0,0.0,-3.4,5.1
2020-01-17 01:30:00,0.0,0.0,0.0,-3.61,4.9
2020-01-17 02:30:00,0.0,0.0,0.0,-3.76,4.62
2020-01-17 03:30:00,0.0,0.0,0.0,-4.07,4.07
2020-01-17 04:30:00,0.0,0.0,0.0,-4.47,3.24
2020-01-17 05:30:00,0.0,0.0,0.0,-4.58,3.31
2020-01-17 06:30:00,0.0,0.0,0.0,-4.68,3.31
2020-01-17 07:30:00,0.0,0.0,0.0,-5.05,3.59
2020-01-17 08:30:00,0.0,0.0,0.0,-4.96,3.38
2020-01-17 09:30:00,0.0,0.0,0.0,-4.9,3.03
2020-01-17 10:30:00,0.0,0.0,0.0,-4.94,2.97
2020-01-17 11:30:00,0.0,0.0,0.0,-5.25,3.03
2020-01-17 12:30:00,0.0,0.0,0.0,-5.44,3.03
2020-01-17 13:30:00,253.38,212.83,40.559999999999995,-5.59,2.34
2020-01-17 14:30:00,521.49,408.56,112.92,-5.09,2.34
2020-01-17 15:30:00,688.35,518.02,170.33,-4.08,3.17
2020-01-17 16:30:00,788.2,571.72,216.48000000000002,-3.21,3.17
2020-01-17 17:30:00,840.44,605.8,234.63,-2.43,3.1
2020-01-17 18:30:00,407.62,180.49,227.13,-1.76,3.45
2020-01-17 19:30:00,248.5,54.14,194.36,-2.38,3.93
2020-01-17 20:30:00,186.22,53.5,132.70999999999998,-2.3,4.34
2020-01-17 21:30:00,67.64,11.76,55.89,-2.22,4.48
2020-01-17 22:30:00,0.0,0.0,0.0,-2.3,4.07
2020-01-17 23:30:00,0.0,0.0,0.0,-2.35,3.86
2020-01-18 00:30:00,0.0,0.0,0.0,-2.28,3.31
2020-01-18 01:30:00,0.0,0.0,0.0,-2.17,3.79
2020-01-18 02:30:00,0.0,0.0,0.0,-1.98,3.52
2020-01-18 03:30:00,0.0,0.0,0.0,-1.94,3.59
2020-01-18 04:30:00,0.0,0.0,0.0,-2.17,3.66
2020-01-18 05:30:00,0.0,0.0,0.0,-2.48,3.93
