,temp_air,ghi,dni,dhi,wind_speed
2021-07-16 08:00:00,19.36,0.0,-0.0,0.0,1.93
2021-07-16 09:00:00,19.41,0.0,-0.0,0.0,2.0
2021-07-16 10:00:00,19.34,0.0,-0.0,0.0,2.07
2021-07-16 11:00:00,19.5,77.2,219.93,50.65,1.86
2021-07-16 12:00:00,20.21,162.95,266.44,82.45,1.66
2021-07-16 13:00:00,20.97,299.85,358.2,128.1,1.59
2021-07-16 14:00:00,21.92,419.05,389.75,169.35,1.72
2021-07-16 15:00:00,23.02,474.2,405.63,159.95,2.07
2021-07-16 16:00:00,23.79,488.55,352.61,180.9,2.55
2021-07-16 17:00:00,24.46,557.95,390.91,195.45,3.03
2021-07-16 18:00:00,25.3,420.65,193.38,239.75,3.03
2021-07-16 19:00:00,25.0,377.55,184.46,212.2,2.62
2021-07-16 20:00:00,25.33,395.2,173.49,254.2,2.41
2021-07-16 21:00:00,25.66,308.7,165.74,194.3,1.93
2021-07-16 22:00:00,25.73,198.15,144.08,120.75,1.79
2021-07-16 23:00:00,25.49,90.95,42.85,75.35,2.28
2021-07-17 00:00:00,25.04,31.4,78.69,17.15,2.41
2021-07-17 01:00:00,24.07,0.0,0.0,0.0,2.55
2021-07-17 02:00:00,23.51,0.0,-0.0,0.0,2.69
2021-07-17 03:00:00,23.32,0.0,-0.0,0.0,2.9
2021-07-17 04:00:00,23.26,0.0,-0.0,0.0,2.9
2021-07-17 05:00:00,23.17,0.0,-0.0,0.0,2.48
2021-07-17 06:00:00,22.98,0.0,-0.0,0.0,2.41
2021-07-17 07:00:00,21.92,0.0,-0.0,0.0,2.55
2021-07-17 08:00:00,21.62,0.0,-0.0,0.0,2.76
2021-07-17 09:00:00,21.25,0.0,-0.0,0.0,2.83
2021-07-17 10:00:00,21.1,0.0,-0.0,0.0,2.0
2021-07-17 11:00:00,21.13,45.35,26.16,42.25,1.72
2021-07-17 12:00:00,21.4,69.2,0.0,69.2,2.07
2021-07-17 13:00:00,21.65,117.4,0.94,116.95,2.21
2021-07-17 14:00:00,21.95,158.2,7.04,153.7,2.07
2021-07-17 15:00:00,22.31,124.6,2.84,122.4,2.0
2021-07-17 16:00:00,22.7,176.4,3.1,173.7,2.07
2021-07-17 17:00:00,23.4,236.7,11.44,226.1,2.48
2021-07-17 18:00:00,24.03,512.65,161.43,361.8,2.28
2021-07-17 19:00:00,24.98,384.0,95.65,298.35,1.52
2021-07-17 20:00:00,25.18,219.25,19.22,203.65,2.14
2021-07-17 21:00:00,24.2,123.85,1.23,123.0,2.0
2021-07-17 22:00:00,23.29,55.2,2.24,54.0,1.59
2021-07-17 23:00:00,22.77,23.35,0.0,23.35,0.83
2021-07-18 00:00:00,22.51,5.45,0.0,5.45,0.55
2021-07-18 01:00:00,22.1,0.0,0.0,0.0,0.21
2021-07-18 02:00:00,21.65,0.0,-0.0,0.0,0.69
2021-07-18 03:00:00,21.59,0.0,-0.0,0.0,1.24
2021-07-18 04:00:00,21.32,0.0,-0.0,0.0,1.24
2021-07-18 05:00:00,21.12,0.0,-0.0,0.0,0.62
2021-07-18 06:00:00,21.1,0.0,-0.0,0.0,0.48
2021-07-18 07:00:00,20.66,0.0,-0.0,0.0,2.28
2021-07-18 08:00:00,20.71,0.0,-0.0,0.0,2.41
2021-07-18 09:00:00,20.73,0.0,-0.0,0.0,2.48
2021-07-18 10:00:00,20.8,0.0,-0.0,0.0,2.9
2021-07-18 11:00:00,20.86,82.6,183.2,61.3,3.1
2021-07-18 12:00:00,21.25,212.45,350.07,108.1,4.0
2021-07-18 13:00:00,21.95,313.1,360.82,141.4,4.0
2021-07-18 14:00:00,22.98,401.95,292.71,215.35,3.66
2021-07-18 15:00:00,23.89,612.4,506.2,221.65,3.52
2021-07-18 16:00:00,25.2,745.85,677.55,156.35,3.24
2021-07-18 17:00:00,26.34,805.55,686.65,170.3,2.9
2021-07-18 18:00:00,27.25,822.65,679.09,188.75,2.76
2021-07-18 19:00:00,28.14,851.8,816.05,121.9,3.24
2021-07-18 20:00:00,28.68,710.1,728.43,119.55,3.38
2021-07-18 21:00:00,28.76,575.1,704.84,90.15,3.31
2021-07-18 22:00:00,28.75,397.65,603.67,74.85,2.97
2021-07-18 23:00:00,28.41,208.2,421.03,56.1,2.55
2021-07-19 00:00:00,27.27,50.8,168.29,20.9,2.21
2021-07-19 01:00:00,25.44,0.0,-0.0,0.0,2.97
2021-07-19 02:00:00,24.1,0.0,-0.0,0.0,3.24
2021-07-19 03:00:00,23.27,0.0,-0.0,0.0,3.38
2021-07-19 04:00:00,22.59,0.0,-0.0,0.0,3.24
2021-07-19 05:00:00,21.87,0.0,-0.0,0.0,3.03
2021-07-19 06:00:00,21.16,0.0,-0.0,0.0,2.76
2021-07-19 07:00:00,21.13,0.0,-0.0,0.0,2.55
2021-07-19 08:00:00,20.63,0.0,-0.0,0.0,2.41
2021-07-19 09:00:00,20.22,0.0,-0.0,0.0,2.48
2021-07-19 10:00:00,19.92,0.0,-0.0,0.0,2.55
2021-07-19 11:00:00,19.98,143.1,848.05,46.45,2.48
2021-07-19 12:00:00,21.58,320.9,848.47,69.75,2.41
2021-07-19 13:00:00,23.82,496.05,861.07,87.9,2.83
2021-07-19 14:00:00,25.83,667.4,892.51,99.9,3.17
2021-07-19 15:00:00,27.51,797.4,892.74,109.55,3.52
2021-07-19 16:00:00,28.74,890.3,901.5,107.1,3.66
2021-07-19 17:00:00,29.64,933.1,901.14,100.45,3.52
2021-07-19 18:00:00,30.27,850.05,797.32,106.65,3.52
2021-07-19 19:00:00,30.32,839.2,827.88,99.6,3.86
2021-07-19 20:00:00,30.62,687.5,723.12,102.05,3.72
2021-07-19 21:00:00,30.58,555.85,649.15,110.0,3.66
2021-07-19 22:00:00,30.4,307.05,254.33,171.4,3.59
2021-07-19 23:00:00,29.66,133.05,74.5,106.25,2.97
2021-07-20 00:00:00,28.48,39.0,66.83,27.25,2.62
2021-07-20 01:00:00,27.01,0.0,-0.0,0.0,2.69
2021-07-20 02:00:00,25.74,0.0,-0.0,0.0,2.9
2021-07-20 03:00:00,24.97,0.0,-0.0,0.0,3.17
2021-07-20 04:00:00,24.47,0.0,-0.0,0.0,3.45
2021-07-20 05:00:00,24.17,0.0,-0.0,0.0,3.59
2021-07-20 06:00:00,23.92,0.0,-0.0,0.0,3.72
2021-07-20 07:00:00,23.84,0.0,-0.0,0.0,4.0
2021-07-20 08:00:00,23.75,0.0,-0.0,0.0,4.07
2021-07-20 09:00:00,23.65,0.0,-0.0,0.0,3.93
2021-07-20 10:00:00,23.12,0.0,-0.0,0.0,4.0
2021-07-20 11:00:00,22.88,138.0,806.25,48.0,4.21
2021-07-20 12:00:00,23.77,304.1,720.19,92.45,4.14
2021-07-20 13:00:00,25.18,448.5,705.76,115.3,4.9
2021-07-20 14:00:00,26.63,611.4,781.33,115.9,5.59
2021-07-20 15:00:00,28.05,636.25,619.49,159.85,6.14
2021-07-20 16:00:00,28.82,808.3,771.09,139.4,6.21
2021-07-20 17:00:00,30.08,629.65,515.82,153.65,6.69
2021-07-20 18:00:00,30.48,779.5,681.18,145.15,6.62
2021-07-20 19:00:00,31.48,780.4,718.19,139.6,8.48
2021-07-20 20:00:00,31.07,638.2,624.29,133.5,8.0
2021-07-20 21:00:00,31.19,380.45,313.26,165.7,7.31
2021-07-20 22:00:00,31.62,248.6,287.82,95.5,6.97
2021-07-20 23:00:00,30.7,162.25,305.24,52.95,6.48
2021-07-21 00:00:00,28.61,39.95,127.96,17.7,6.21
2021-07-21 01:00:00,26.98,0.0,-0.0,0.0,4.76
2021-07-21 02:00:00,26.17,0.0,-0.0,0.0,4.14
2021-07-21 03:00:00,25.52,0.0,-0.0,0.0,3.79
2021-07-21 04:00:00,24.82,0.0,-0.0,0.0,3.59
2021-07-21 05:00:00,24.26,0.0,-0.0,0.0,3.66
2021-07-21 06:00:00,23.86,0.0,-0.0,0.0,3.93
2021-07-21 07:00:00,23.55,0.0,-0.0,0.0,4.62
2021-07-21 08:00:00,23.24,0.0,-0.0,0.0,4.62
2021-07-21 09:00:00,22.89,0.0,-0.0,0.0,4.55
2021-07-21 10:00:00,22.51,0.0,-0.0,0.0,4.07
2021-07-21 11:00:00,22.29,137.6,833.43,46.55,3.72
2021-07-21 12:00:00,23.13,316.65,841.72,71.1,3.66
2021-07-21 13:00:00,24.47,502.35,884.86,86.3,4.55
2021-07-21 14:00:00,25.85,675.35,915.85,96.1,4.9
2021-07-21 15:00:00,27.17,813.5,925.97,102.8,5.38
2021-07-21 16:00:00,28.24,896.05,905.7,111.6,6.0
2021-07-21 17:00:00,29.08,935.05,887.83,116.85,6.28
2021-07-21 18:00:00,29.68,875.0,798.37,132.45,6.41
2021-07-21 19:00:00,30.06,726.1,633.62,161.5,6.34
2021-07-21 20:00:00,30.17,677.6,719.09,97.15,6.34
2021-07-21 21:00:00,30.33,490.95,574.84,97.65,6.41
2021-07-21 22:00:00,30.07,375.7,572.86,71.85,6.14
2021-07-21 23:00:00,29.69,192.7,390.34,53.6,5.24
2021-07-22 00:00:00,28.7,40.45,133.85,17.45,4.07
2021-07-22 01:00:00,27.24,0.0,-0.0,0.0,3.1
2021-07-22 02:00:00,26.21,0.0,-0.0,0.0,2.48
2021-07-22 03:00:00,25.33,0.0,-0.0,0.0,2.41
2021-07-22 04:00:00,24.46,0.0,-0.0,0.0,2.41
2021-07-22 05:00:00,23.6,0.0,-0.0,0.0,2.55
2021-07-22 06:00:00,23.07,0.0,-0.0,0.0,2.41
2021-07-22 07:00:00,23.42,0.0,-0.0,0.0,4.28
2021-07-22 08:00:00,22.82,0.0,-0.0,0.0,4.14
2021-07-22 09:00:00,22.49,0.0,-0.0,0.0,3.79
2021-07-22 10:00:00,22.19,0.0,-0.0,0.0,3.24
2021-07-22 11:00:00,22.06,132.85,772.76,50.3,2.83
2021-07-22 12:00:00,23.0,316.05,846.89,70.85,2.9
2021-07-22 13:00:00,24.61,497.15,855.99,96.35,3.38
2021-07-22 14:00:00,26.31,662.65,879.37,108.0,3.45
2021-07-22 15:00:00,27.97,816.65,937.88,98.25,3.72
2021-07-22 16:00:00,29.07,829.95,798.85,139.15,4.9
2021-07-22 17:00:00,29.58,897.6,803.22,158.4,4.83
2021-07-22 18:00:00,30.12,882.3,765.99,170.8,4.62
2021-07-22 19:00:00,30.36,846.9,835.26,103.65,4.14
2021-07-22 20:00:00,30.68,727.4,783.66,95.85,3.72
2021-07-22 21:00:00,30.82,568.85,706.4,86.55,3.38
2021-07-22 22:00:00,30.68,385.3,589.44,73.6,3.93
2021-07-22 23:00:00,30.17,198.75,407.57,54.25,4.21
2021-07-23 00:00:00,29.06,45.0,154.39,18.8,3.52
2021-07-23 01:00:00,27.36,0.0,-0.0,0.0,3.24
2021-07-23 02:00:00,26.03,0.0,-0.0,0.0,2.97
2021-07-23 03:00:00,24.98,0.0,-0.0,0.0,2.69
2021-07-23 04:00:00,24.04,0.0,-0.0,0.0,2.55
2021-07-23 05:00:00,23.39,0.0,-0.0,0.0,2.76
2021-07-23 06:00:00,23.09,0.0,-0.0,0.0,3.1
2021-07-23 07:00:00,22.48,0.0,-0.0,0.0,2.97
2021-07-23 08:00:00,22.52,0.0,-0.0,0.0,2.9
2021-07-23 09:00:00,22.35,0.0,-0.0,0.0,3.1
2021-07-23 10:00:00,22.25,0.0,-0.0,0.0,3.1
2021-07-23 11:00:00,22.31,86.05,241.46,60.85,2.83
2021-07-23 12:00:00,23.26,264.05,607.54,89.5,2.9
2021-07-23 13:00:00,25.39,471.95,760.02,117.6,3.52
2021-07-23 14:00:00,27.55,539.9,606.07,158.7,3.79
2021-07-23 15:00:00,28.07,473.2,201.99,318.8,4.83
2021-07-23 16:00:00,28.03,573.15,332.9,285.75,4.69
2021-07-23 17:00:00,29.28,694.5,484.99,248.8,4.41
2021-07-23 18:00:00,29.9,648.6,303.1,367.45,4.83
2021-07-23 19:00:00,27.99,734.95,570.14,228.35,5.03
2021-07-23 20:00:00,29.9,633.45,576.05,170.0,4.69
2021-07-23 21:00:00,30.81,500.65,552.66,124.15,5.03
2021-07-23 22:00:00,30.75,234.1,210.58,123.1,4.76
2021-07-23 23:00:00,28.84,129.65,176.67,67.35,3.79
2021-07-24 00:00:00,27.72,35.2,115.24,15.9,3.1
2021-07-24 01:00:00,26.71,0.0,-0.0,0.0,2.9
2021-07-24 02:00:00,26.04,0.0,-0.0,0.0,2.9
2021-07-24 03:00:00,25.81,0.0,-0.0,0.0,2.69
2021-07-24 04:00:00,25.49,0.0,-0.0,0.0,2.28
2021-07-24 05:00:00,25.44,0.0,-0.0,0.0,2.9
2021-07-24 06:00:00,24.07,0.0,-0.0,0.0,1.17
2021-07-24 07:00:00,23.51,0.0,-0.0,0.0,3.93
2021-07-24 08:00:00,23.66,0.0,-0.0,0.0,4.69
2021-07-24 09:00:00,24.09,0.0,-0.0,0.0,5.1
2021-07-24 10:00:00,24.51,0.0,-0.0,0.0,5.66
2021-07-24 11:00:00,24.96,99.6,275.36,71.55,6.21
2021-07-24 12:00:00,25.9,261.65,496.24,120.2,6.62
2021-07-24 13:00:00,27.33,419.15,581.09,149.4,5.72
2021-07-24 14:00:00,28.64,561.25,542.59,220.95,6.21
2021-07-24 15:00:00,29.88,694.15,516.71,300.0,6.76
2021-07-24 16:00:00,31.03,501.65,304.51,239.2,7.17
2021-07-24 17:00:00,30.98,505.95,246.12,280.1,6.48
2021-07-24 18:00:00,31.56,338.95,27.53,313.45,6.9
2021-07-24 19:00:00,28.62,539.75,318.3,257.35,6.69
2021-07-24 20:00:00,29.53,458.65,301.58,216.45,8.41
2021-07-24 21:00:00,29.42,307.95,210.54,164.85,8.0
2021-07-24 22:00:00,28.37,187.4,167.79,99.25,6.07
2021-07-24 23:00:00,27.56,89.35,124.91,45.55,6.0
2021-07-25 00:00:00,26.5,17.35,41.17,10.55,6.14
2021-07-25 01:00:00,25.67,0.0,-0.0,0.0,5.45
2021-07-25 02:00:00,25.05,0.0,-0.0,0.0,4.69
2021-07-25 03:00:00,24.48,0.0,-0.0,0.0,4.14
2021-07-25 04:00:00,23.65,0.0,-0.0,0.0,3.45
2021-07-25 05:00:00,23.34,0.0,-0.0,0.0,2.97
2021-07-25 06:00:00,22.78,0.0,-0.0,0.0,2.83
2021-07-25 07:00:00,22.21,0.0,-0.0,0.0,3.86
2021-07-25 08:00:00,21.6,0.0,-0.0,0.0,3.66
2021-07-25 09:00:00,21.14,0.0,-0.0,0.0,3.79
2021-07-25 10:00:00,20.49,0.0,-0.0,0.0,3.38
2021-07-25 11:00:00,19.88,96.2,322.15,64.2,2.83
2021-07-25 12:00:00,20.27,232.4,370.82,127.55,2.55
2021-07-25 13:00:00,21.08,400.8,416.08,208.5,3.03
2021-07-25 14:00:00,22.03,609.25,642.68,207.35,2.76
2021-07-25 15:00:00,23.17,759.95,727.76,206.0,2.76
2021-07-25 16:00:00,24.21,889.4,837.71,168.65,3.52
2021-07-25 17:00:00,25.09,918.85,823.05,164.75,4.21
2021-07-25 18:00:00,25.7,687.3,435.67,284.35,4.41
2021-07-25 19:00:00,25.89,656.95,328.12,366.3,4.9
2021-07-25 20:00:00,26.01,517.3,283.81,289.8,4.97
2021-07-25 21:00:00,25.72,448.6,323.0,229.6,4.83
2021-07-25 22:00:00,25.46,310.9,273.35,167.8,4.55
2021-07-25 23:00:00,24.86,129.05,62.11,107.4,4.07
2021-07-26 00:00:00,23.96,25.95,1.84,25.65,2.76
2021-07-26 01:00:00,22.77,0.0,-0.0,0.0,2.83
2021-07-26 02:00:00,21.89,0.0,-0.0,0.0,3.17
2021-07-26 03:00:00,21.22,0.0,-0.0,0.0,3.17
2021-07-26 04:00:00,20.47,0.0,-0.0,0.0,3.03
2021-07-26 05:00:00,19.72,0.0,-0.0,0.0,2.62
2021-07-26 06:00:00,18.93,0.0,-0.0,0.0,2.28
2021-07-26 07:00:00,18.25,0.0,-0.0,0.0,2.21
2021-07-26 08:00:00,17.8,0.0,-0.0,0.0,2.07
2021-07-26 09:00:00,17.35,0.0,-0.0,0.0,2.14
2021-07-26 10:00:00,16.87,0.0,-0.0,0.0,1.86
2021-07-26 11:00:00,16.41,134.25,890.33,48.1,2.0
2021-07-26 12:00:00,17.71,288.2,646.51,106.9,1.03
2021-07-26 13:00:00,19.78,440.65,675.96,129.65,0.62
2021-07-26 14:00:00,21.55,647.75,806.83,144.7,0.9
2021-07-26 15:00:00,22.82,806.1,855.82,156.1,1.1
2021-07-26 16:00:00,23.95,918.8,859.05,181.0,1.24
2021-07-26 17:00:00,24.93,949.8,839.32,182.0,1.24
2021-07-26 18:00:00,25.7,920.95,827.04,157.2,1.31
2021-07-26 19:00:00,26.41,655.85,513.39,201.85,1.45
2021-07-26 20:00:00,26.69,587.05,433.43,240.3,1.59
2021-07-26 21:00:00,26.91,355.4,265.64,175.75,1.79
2021-07-26 22:00:00,26.69,300.65,333.42,126.75,1.66
2021-07-26 23:00:00,26.45,149.8,171.91,90.25,1.45
2021-07-27 00:00:00,25.63,34.6,94.24,19.5,0.97
2021-07-27 01:00:00,23.89,0.0,-0.0,0.0,1.38
2021-07-27 02:00:00,22.36,0.0,-0.0,0.0,2.07
2021-07-27 03:00:00,21.54,0.0,-0.0,0.0,2.62
2021-07-27 04:00:00,20.81,0.0,-0.0,0.0,2.76
2021-07-27 05:00:00,20.27,0.0,-0.0,0.0,2.76
2021-07-27 06:00:00,19.88,0.0,-0.0,0.0,2.55
2021-07-27 07:00:00,20.18,0.0,-0.0,0.0,2.0
2021-07-27 08:00:00,19.76,0.0,-0.0,0.0,1.66
2021-07-27 09:00:00,19.41,0.0,-0.0,0.0,1.66
2021-07-27 10:00:00,19.31,0.0,-0.0,0.0,2.0
2021-07-27 11:00:00,19.6,79.4,378.09,43.8,2.07
2021-07-27 12:00:00,20.74,146.5,191.67,93.2,2.34
2021-07-27 13:00:00,22.01,145.5,46.4,124.25,2.21
2021-07-27 14:00:00,22.65,127.5,3.46,125.35,2.07
2021-07-27 15:00:00,22.98,163.05,15.7,151.15,2.55
2021-07-27 16:00:00,22.91,188.4,1.46,187.15,2.83
2021-07-27 17:00:00,23.52,208.1,16.97,192.6,3.17
2021-07-27 18:00:00,24.33,293.5,46.2,250.9,3.79
2021-07-27 19:00:00,25.3,334.45,130.27,219.45,5.1
2021-07-27 20:00:00,25.98,349.05,203.48,186.6,4.83
2021-07-27 21:00:00,26.53,284.85,247.16,118.15,4.62
2021-07-27 22:00:00,26.9,314.95,382.16,116.4,4.48
2021-07-27 23:00:00,27.13,174.85,309.75,68.25,4.07
2021-07-28 00:00:00,26.73,31.85,94.53,16.95,3.38
2021-07-28 01:00:00,25.38,0.0,-0.0,0.0,2.97
2021-07-28 02:00:00,24.39,0.0,-0.0,0.0,2.97
2021-07-28 03:00:00,23.95,0.0,-0.0,0.0,3.24
2021-07-28 04:00:00,23.55,0.0,-0.0,0.0,3.38
2021-07-28 05:00:00,23.08,0.0,-0.0,0.0,3.66
2021-07-28 06:00:00,22.64,0.0,-0.0,0.0,3.93
2021-07-28 07:00:00,22.57,0.0,-0.0,0.0,3.72
2021-07-28 08:00:00,22.19,0.0,-0.0,0.0,3.66
2021-07-28 09:00:00,21.73,0.0,-0.0,0.0,3.66
2021-07-28 10:00:00,21.29,0.0,-0.0,0.0,3.1
2021-07-28 11:00:00,20.9,121.5,842.42,44.4,2.76
2021-07-28 12:00:00,21.77,293.3,805.79,71.15,2.97
2021-07-28 13:00:00,23.31,497.75,907.77,83.95,3.86
2021-07-28 14:00:00,25.09,671.25,907.95,108.6,4.41
2021-07-28 15:00:00,26.38,684.85,651.59,192.2,5.24
2021-07-28 16:00:00,26.65,756.5,578.77,261.25,5.45
2021-07-28 17:00:00,27.22,831.8,649.01,240.05,5.52
2021-07-28 18:00:00,27.96,775.55,685.19,144.85,6.34
2021-07-28 19:00:00,28.28,639.55,539.48,164.15,8.28
2021-07-28 20:00:00,27.73,564.5,512.76,156.0,7.66
2021-07-28 21:00:00,27.44,462.0,519.19,112.8,6.83
2021-07-28 22:00:00,27.19,314.05,393.76,110.3,6.14
2021-07-28 23:00:00,26.69,141.5,147.31,91.15,5.52
2021-07-29 00:00:00,25.7,23.3,2.9,22.85,4.48
2021-07-29 01:00:00,24.43,0.0,-0.0,0.0,4.14
2021-07-29 02:00:00,23.24,0.0,-0.0,0.0,3.86
2021-07-29 03:00:00,22.25,0.0,-0.0,0.0,3.45
2021-07-29 04:00:00,21.31,0.0,-0.0,0.0,2.83
2021-07-29 05:00:00,20.5,0.0,-0.0,0.0,2.28
2021-07-29 06:00:00,19.83,0.0,-0.0,0.0,1.93
2021-07-29 07:00:00,19.28,0.0,-0.0,0.0,2.07
2021-07-29 08:00:00,18.61,0.0,-0.0,0.0,2.21
2021-07-29 09:00:00,17.9,0.0,-0.0,0.0,2.28
2021-07-29 10:00:00,17.25,0.0,-0.0,0.0,2.14
2021-07-29 11:00:00,16.7,126.05,936.36,42.85,1.93
2021-07-29 12:00:00,18.17,317.9,915.53,67.7,1.52
2021-07-29 13:00:00,20.68,511.2,948.14,81.05,1.72
2021-07-29 14:00:00,22.61,670.0,930.07,95.45,2.14
2021-07-29 15:00:00,23.92,817.35,949.94,100.8,2.55
2021-07-29 16:00:00,25.07,816.3,774.01,155.25,3.45
2021-07-29 17:00:00,25.76,697.55,435.35,301.3,4.07
2021-07-29 18:00:00,26.04,480.6,195.51,300.95,4.21
2021-07-29 19:00:00,25.77,318.95,75.09,252.9,4.41
2021-07-29 20:00:00,25.32,456.15,349.55,178.3,4.55
2021-07-29 21:00:00,25.32,370.2,338.34,143.3,4.69
2021-07-29 22:00:00,25.04,230.1,297.23,76.95,4.97
2021-07-29 23:00:00,24.39,125.05,218.65,50.85,5.03
2021-07-30 00:00:00,23.55,25.9,85.77,12.85,3.79
2021-07-30 01:00:00,22.65,0.0,-0.0,0.0,3.1
2021-07-30 02:00:00,21.82,0.0,-0.0,0.0,3.24
2021-07-30 03:00:00,20.9,0.0,-0.0,0.0,3.52
2021-07-30 04:00:00,20.05,0.0,-0.0,0.0,3.59
2021-07-30 05:00:00,19.32,0.0,-0.0,0.0,3.38
2021-07-30 06:00:00,18.63,0.0,-0.0,0.0,3.17
2021-07-30 07:00:00,18.13,0.0,-0.0,0.0,3.24
2021-07-30 08:00:00,17.72,0.0,-0.0,0.0,3.03
2021-07-30 09:00:00,17.3,0.0,-0.0,0.0,2.83
2021-07-30 10:00:00,16.89,0.0,-0.0,0.0,2.9
2021-07-30 11:00:00,16.72,123.8,943.05,42.55,2.69
2021-07-30 12:00:00,18.09,306.1,877.44,68.45,2.41
2021-07-30 13:00:00,20.29,496.65,913.2,84.35,2.55
2021-07-30 14:00:00,22.13,668.9,931.75,95.15,2.48
2021-07-30 15:00:00,23.44,806.6,935.2,102.85,1.86
2021-07-30 16:00:00,24.54,893.65,920.54,109.0,1.24
2021-07-30 17:00:00,25.43,933.25,904.82,111.15,0.69
2021-07-30 18:00:00,26.27,711.2,389.26,354.15,0.41
2021-07-30 19:00:00,26.97,745.0,530.61,279.2,0.07
2021-07-30 20:00:00,27.66,584.95,428.73,244.95,0.28
2021-07-30 21:00:00,27.81,477.9,455.29,173.5,0.41
2021-07-30 22:00:00,27.84,333.15,424.68,115.3,0.07
2021-07-30 23:00:00,27.67,174.9,333.1,62.7,0.28
2021-07-31 00:00:00,26.76,29.65,82.4,17.35,1.17
2021-07-31 01:00:00,24.9,0.0,-0.0,0.0,1.72
2021-07-31 02:00:00,23.67,0.0,-0.0,0.0,2.28
2021-07-31 03:00:00,22.52,0.0,-0.0,0.0,2.83
2021-07-31 04:00:00,21.45,0.0,-0.0,0.0,3.03
2021-07-31 05:00:00,20.71,0.0,-0.0,0.0,2.9
2021-07-31 06:00:00,20.1,0.0,-0.0,0.0,2.76
2021-07-31 07:00:00,19.68,0.0,-0.0,0.0,2.14
2021-07-31 08:00:00,18.95,0.0,-0.0,0.0,1.86
2021-07-31 09:00:00,18.05,0.0,-0.0,0.0,1.52
2021-07-31 10:00:00,17.33,0.0,-0.0,0.0,1.59
2021-07-31 11:00:00,17.05,110.7,688.6,53.25,1.52
2021-07-31 12:00:00,19.14,276.8,677.4,95.0,1.03
2021-07-31 13:00:00,21.87,476.65,816.43,109.85,1.03
2021-07-31 14:00:00,24.22,652.05,880.61,111.55,0.9
2021-07-31 15:00:00,25.72,782.7,863.14,134.75,1.17
2021-07-31 16:00:00,29.07,707.4,524.18,261.5,1.83
2021-07-31 17:00:00,28.78,781.35,585.89,250.0,1.88
2021-07-31 18:00:00,28.5,902.3,847.12,126.7,1.92
2021-07-31 19:00:00,28.22,659.55,451.84,263.7,1.96
2021-07-31 20:00:00,27.94,549.4,426.74,211.8,2.0
2021-07-31 21:00:00,27.66,377.0,299.12,177.65,2.05
2021-07-31 22:00:00,27.38,245.8,138.75,174.95,2.09
2021-07-31 23:00:00,27.09,124.55,139.28,78.0,2.13
2021-08-01 00:00:00,26.81,28.0,83.39,15.8,2.17
2021-08-01 01:00:00,26.53,0.0,-0.0,0.0,2.21
2021-08-01 02:00:00,26.25,0.0,-0.0,0.0,2.26
2021-08-01 03:00:00,25.97,0.0,-0.0,0.0,2.3
2021-08-01 04:00:00,25.69,0.0,-0.0,0.0,2.34
2021-08-01 05:00:00,25.4,0.0,-0.0,0.0,2.38
2021-08-01 06:00:00,25.12,0.0,-0.0,0.0,2.43
2021-08-01 07:00:00,24.84,0.0,-0.0,0.0,2.47
2021-08-01 08:00:00,22.17,0.0,-0.0,0.0,2.55
2021-08-01 09:00:00,22.01,0.0,-0.0,0.0,2.62
2021-08-01 10:00:00,22.1,0.0,-0.0,0.0,2.28
2021-08-01 11:00:00,22.23,91.35,504.49,50.65,1.93
2021-08-01 12:00:00,23.36,234.9,562.45,85.35,2.21
2021-08-01 13:00:00,25.18,427.3,663.38,130.75,3.1
2021-08-01 14:00:00,27.19,593.7,769.35,123.05,4.14
2021-08-01 15:00:00,28.84,754.85,856.27,113.65,4.62
2021-08-01 16:00:00,30.29,837.0,832.18,130.55,5.17
2021-08-01 17:00:00,31.11,831.65,761.16,142.65,5.52
2021-08-01 18:00:00,30.81,794.5,718.78,137.65,6.14
2021-08-01 19:00:00,32.08,557.05,432.49,178.95,4.55
2021-08-01 20:00:00,31.87,548.9,437.58,203.6,4.48
2021-08-01 21:00:00,29.77,389.5,280.16,203.4,4.34
2021-08-01 22:00:00,30.1,233.9,191.57,136.55,3.52
2021-08-01 23:00:00,30.07,110.25,54.9,92.05,2.97
2021-08-02 00:00:00,29.38,18.7,7.68,17.6,2.41
2021-08-02 01:00:00,28.25,0.0,-0.0,0.0,2.41
2021-08-02 02:00:00,27.19,0.0,-0.0,0.0,2.41
2021-08-02 03:00:00,26.08,0.0,-0.0,0.0,2.48
2021-08-02 04:00:00,25.16,0.0,-0.0,0.0,2.48
2021-08-02 05:00:00,24.41,0.0,-0.0,0.0,2.48
2021-08-02 06:00:00,24.22,0.0,-0.0,0.0,2.34
2021-08-02 07:00:00,23.31,0.0,-0.0,0.0,2.21
2021-08-02 08:00:00,23.24,0.0,-0.0,0.0,2.0
2021-08-02 09:00:00,23.02,0.0,-0.0,0.0,1.86
2021-08-02 10:00:00,22.79,0.0,-0.0,0.0,1.66
2021-08-02 11:00:00,22.8,69.15,94.36,61.8,1.38
2021-08-02 12:00:00,23.5,162.15,120.93,130.3,1.66
2021-08-02 13:00:00,24.83,231.9,70.71,200.45,1.93
2021-08-02 14:00:00,26.03,323.7,89.47,269.15,2.48
2021-08-02 15:00:00,27.04,311.0,68.55,259.8,3.86
2021-08-02 16:00:00,27.31,352.1,71.83,291.25,3.03
2021-08-02 17:00:00,27.38,365.05,80.86,292.0,1.72
