,temp_air,ghi,dni,dhi,wind_speed
2021-01-01 00:00:00,-6.27,0.0,-0.0,0.0,2.94
2021-01-01 01:00:00,-4.88,0.0,-0.0,0.0,3.14
2021-01-01 02:00:00,-3.49,0.0,-0.0,0.0,3.35
2021-01-01 03:00:00,-2.1,0.0,-0.0,0.0,3.55
2021-01-01 04:00:00,-0.71,0.0,-0.0,0.0,3.76
2021-01-01 05:00:00,0.68,0.0,-0.0,0.0,3.97
2021-01-01 06:00:00,2.07,0.0,-0.0,0.0,4.17
2021-01-01 07:00:00,3.46,0.0,-0.0,0.0,4.38
2021-01-01 08:00:00,1.32,0.0,-0.0,0.0,6.69
2021-01-01 09:00:00,0.5,0.0,-0.0,0.0,6.34
2021-01-01 10:00:00,0.0,0.0,-0.0,0.0,6.9
2021-01-01 11:00:00,-0.1,0.0,-0.0,0.0,8.28
2021-01-01 12:00:00,-0.05,0.0,-0.0,0.0,8.21
2021-01-01 13:00:00,-0.23,0.0,-0.0,0.0,7.79
2021-01-01 14:00:00,-0.64,56.6,0.0,56.6,7.38
2021-01-01 15:00:00,-0.77,159.75,83.94,137.0,6.41
2021-01-01 16:00:00,-0.65,293.4,358.81,162.05,6.9
2021-01-01 17:00:00,0.01,350.65,448.67,162.9,7.45
2021-01-01 18:00:00,0.66,255.7,239.04,154.2,6.9
2021-01-01 19:00:00,0.77,168.65,146.44,112.4,6.76
2021-01-01 20:00:00,0.42,93.95,50.88,78.7,6.21
2021-01-01 21:00:00,-0.47,42.35,64.32,30.95,5.38
2021-01-01 22:00:00,-1.65,0.3,0.0,0.3,5.31
2021-01-01 23:00:00,-2.53,0.0,-0.0,0.0,5.24
2021-01-02 00:00:00,-2.95,0.0,-0.0,0.0,4.97
2021-01-02 01:00:00,-3.07,0.0,-0.0,0.0,4.34
2021-01-02 02:00:00,-2.98,0.0,-0.0,0.0,3.79
2021-01-02 03:00:00,-2.79,0.0,-0.0,0.0,3.38
2021-01-02 04:00:00,-2.7,0.0,-0.0,0.0,3.72
2021-01-02 05:00:00,-2.7,0.0,-0.0,0.0,4.0
2021-01-02 06:00:00,-3.01,0.0,-0.0,0.0,4.07
2021-01-02 07:00:00,-3.43,0.0,-0.0,0.0,4.21
2021-01-02 08:00:00,-3.69,0.0,-0.0,0.0,4.14
2021-01-02 09:00:00,-3.78,0.0,-0.0,0.0,4.14
2021-01-02 10:00:00,-3.89,0.0,-0.0,0.0,4.21
2021-01-02 11:00:00,-3.94,0.0,-0.0,0.0,4.14
2021-01-02 12:00:00,-4.11,0.0,-0.0,0.0,4.07
2021-01-02 13:00:00,-4.29,0.0,-0.0,0.0,3.86
2021-01-02 14:00:00,-4.34,89.8,119.36,73.1,3.66
2021-01-02 15:00:00,-4.24,163.7,171.86,117.05,3.86
2021-01-02 16:00:00,-4.15,288.1,330.4,166.9,3.59
2021-01-02 17:00:00,-3.92,321.6,432.46,140.15,3.45
2021-01-02 18:00:00,-3.82,296.15,334.32,153.7,3.38
2021-01-02 19:00:00,-3.55,218.05,228.81,129.75,4.34
2021-01-02 20:00:00,-3.71,129.6,181.58,74.8,4.14
2021-01-02 21:00:00,-4.11,61.55,164.37,32.05,3.52
2021-01-02 22:00:00,-4.92,0.8,0.0,0.8,2.62
2021-01-02 23:00:00,-6.21,0.0,-0.0,0.0,2.48
2021-01-03 00:00:00,-7.56,0.0,-0.0,0.0,2.62
2021-01-03 01:00:00,-8.51,0.0,-0.0,0.0,2.55
2021-01-03 02:00:00,-9.26,0.0,-0.0,0.0,2.48
2021-01-03 03:00:00,-10.04,0.0,-0.0,0.0,2.07
2021-01-03 04:00:00,-11.24,0.0,-0.0,0.0,1.86
2021-01-03 05:00:00,-12.21,0.0,-0.0,0.0,2.21
2021-01-03 06:00:00,-13.31,0.0,-0.0,0.0,2.34
2021-01-03 07:00:00,-13.39,0.0,-0.0,0.0,2.48
2021-01-03 08:00:00,-13.29,0.0,-0.0,0.0,2.55
2021-01-03 09:00:00,-13.24,0.0,-0.0,0.0,2.48
2021-01-03 10:00:00,-13.22,0.0,-0.0,0.0,2.41
2021-01-03 11:00:00,-12.83,0.0,-0.0,0.0,2.28
2021-01-03 12:00:00,-11.89,0.0,-0.0,0.0,2.41
2021-01-03 13:00:00,-11.33,0.0,-0.0,0.0,2.48
2021-01-03 14:00:00,-10.57,96.75,90.29,84.1,2.76
2021-01-03 15:00:00,-9.59,180.2,70.97,160.9,3.03
2021-01-03 16:00:00,-8.44,261.75,214.03,183.05,3.45
2021-01-03 17:00:00,-7.27,255.0,90.06,217.1,4.0
2021-01-03 18:00:00,-6.6,221.15,62.2,194.55,4.69
2021-01-03 19:00:00,-6.62,166.9,43.06,150.2,5.24
2021-01-03 20:00:00,-6.62,112.75,30.1,103.6,5.31
2021-01-03 21:00:00,-6.62,45.25,14.85,42.55,5.52
2021-01-03 22:00:00,-6.68,0.9,0.0,0.9,5.52
2021-01-03 23:00:00,-6.88,0.0,-0.0,0.0,4.55
2021-01-04 00:00:00,-7.35,0.0,-0.0,0.0,4.55
2021-01-04 01:00:00,-7.55,0.0,-0.0,0.0,4.83
2021-01-04 02:00:00,-7.54,0.0,-0.0,0.0,5.17
2021-01-04 03:00:00,-7.33,0.0,-0.0,0.0,5.31
2021-01-04 04:00:00,-7.08,0.0,-0.0,0.0,5.38
2021-01-04 05:00:00,-6.9,0.0,-0.0,0.0,5.38
2021-01-04 06:00:00,-6.82,0.0,-0.0,0.0,5.45
2021-01-04 07:00:00,-7.17,0.0,-0.0,0.0,5.52
2021-01-04 08:00:00,-7.07,0.0,-0.0,0.0,5.45
2021-01-04 09:00:00,-7.04,0.0,-0.0,0.0,5.24
2021-01-04 10:00:00,-6.98,0.0,-0.0,0.0,5.03
2021-01-04 11:00:00,-6.33,0.0,-0.0,0.0,4.97
2021-01-04 12:00:00,-5.39,0.0,-0.0,0.0,4.21
2021-01-04 13:00:00,-4.88,0.0,-0.0,0.0,4.62
2021-01-04 14:00:00,-4.32,124.15,520.29,51.1,4.48
2021-01-04 15:00:00,-3.32,280.2,772.58,69.6,5.03
2021-01-04 16:00:00,-2.16,388.8,842.68,78.1,5.79
2021-01-04 17:00:00,-1.05,393.5,630.77,127.2,6.14
2021-01-04 18:00:00,-0.35,324.75,342.0,177.9,5.93
2021-01-04 19:00:00,0.27,248.55,244.46,153.25,5.72
2021-01-04 20:00:00,0.56,142.85,113.65,108.05,5.45
2021-01-04 21:00:00,0.4,51.85,36.1,45.2,4.41
2021-01-04 22:00:00,-0.19,1.2,0.0,1.2,4.0
2021-01-04 23:00:00,-0.92,0.0,-0.0,0.0,3.93
2021-01-05 00:00:00,-1.26,0.0,-0.0,0.0,4.14
2021-01-05 01:00:00,-1.2,0.0,-0.0,0.0,4.55
2021-01-05 02:00:00,-1.04,0.0,-0.0,0.0,4.83
2021-01-05 03:00:00,-0.93,0.0,-0.0,0.0,4.97
2021-01-05 04:00:00,-0.68,0.0,-0.0,0.0,5.03
2021-01-05 05:00:00,-0.49,0.0,-0.0,0.0,5.03
2021-01-05 06:00:00,-0.4,0.0,-0.0,0.0,4.97
2021-01-05 07:00:00,-0.2,0.0,-0.0,0.0,5.17
2021-01-05 08:00:00,0.01,0.0,-0.0,0.0,5.17
2021-01-05 09:00:00,0.2,0.0,-0.0,0.0,4.97
2021-01-05 10:00:00,0.48,0.0,-0.0,0.0,4.83
2021-01-05 11:00:00,0.81,0.0,-0.0,0.0,4.76
2021-01-05 12:00:00,1.28,0.0,-0.0,0.0,4.76
2021-01-05 13:00:00,1.53,0.0,-0.0,0.0,4.97
2021-01-05 14:00:00,1.84,35.65,0.0,35.65,5.31
2021-01-05 15:00:00,2.4,68.9,0.0,68.9,5.59
2021-01-05 16:00:00,3.45,68.6,0.68,68.35,5.79
2021-01-05 17:00:00,3.74,68.2,2.01,67.35,5.93
2021-01-05 18:00:00,3.86,36.8,0.0,36.8,6.07
2021-01-05 19:00:00,3.89,42.7,0.0,42.7,6.0
2021-01-05 20:00:00,4.07,28.95,0.0,28.95,6.07
2021-01-05 21:00:00,4.15,10.1,5.09,9.15,5.86
2021-01-05 22:00:00,4.17,0.3,0.0,0.3,5.45
2021-01-05 23:00:00,4.21,0.0,-0.0,0.0,5.31
2021-01-06 00:00:00,4.31,0.0,-0.0,0.0,5.24
2021-01-06 01:00:00,4.37,0.0,-0.0,0.0,5.17
2021-01-06 02:00:00,4.49,0.0,-0.0,0.0,4.97
2021-01-06 03:00:00,4.52,0.0,-0.0,0.0,4.69
2021-01-06 04:00:00,4.59,0.0,-0.0,0.0,4.48
2021-01-06 05:00:00,4.65,0.0,-0.0,0.0,4.48
2021-01-06 06:00:00,4.77,0.0,-0.0,0.0,4.55
2021-01-06 07:00:00,4.62,0.0,-0.0,0.0,4.41
2021-01-06 08:00:00,4.9,0.0,-0.0,0.0,4.41
2021-01-06 09:00:00,5.22,0.0,-0.0,0.0,4.48
2021-01-06 10:00:00,5.66,0.0,-0.0,0.0,4.55
2021-01-06 11:00:00,6.1,0.0,-0.0,0.0,4.69
2021-01-06 12:00:00,6.5,0.0,-0.0,0.0,4.76
2021-01-06 13:00:00,6.79,0.0,-0.0,0.0,4.9
2021-01-06 14:00:00,7.4,31.5,5.66,30.7,5.24
2021-01-06 15:00:00,8.1,55.2,8.93,52.75,5.31
2021-01-06 16:00:00,8.76,75.35,7.28,72.65,5.52
2021-01-06 17:00:00,9.37,76.95,9.29,73.0,5.59
2021-01-06 18:00:00,9.79,63.55,1.73,62.8,5.86
2021-01-06 19:00:00,10.47,51.75,2.03,50.95,6.28
2021-01-06 20:00:00,10.86,26.55,0.48,26.4,6.55
2021-01-06 21:00:00,11.1,10.8,0.0,10.8,6.76
2021-01-06 22:00:00,11.39,0.35,0.0,0.35,7.03
2021-01-06 23:00:00,11.67,0.0,-0.0,0.0,7.24
2021-01-07 00:00:00,11.92,0.0,-0.0,0.0,7.24
2021-01-07 01:00:00,12.12,0.0,-0.0,0.0,7.17
2021-01-07 02:00:00,12.31,0.0,-0.0,0.0,7.24
2021-01-07 03:00:00,12.56,0.0,-0.0,0.0,7.24
2021-01-07 04:00:00,12.73,0.0,-0.0,0.0,7.17
2021-01-07 05:00:00,13.0,0.0,-0.0,0.0,7.17
2021-01-07 06:00:00,13.25,0.0,-0.0,0.0,7.03
2021-01-07 07:00:00,13.93,0.0,-0.0,0.0,6.83
2021-01-07 08:00:00,13.91,0.0,-0.0,0.0,6.69
2021-01-07 09:00:00,13.87,0.0,-0.0,0.0,6.69
2021-01-07 10:00:00,13.84,0.0,-0.0,0.0,6.41
2021-01-07 11:00:00,13.81,0.0,-0.0,0.0,6.21
2021-01-07 12:00:00,13.82,0.0,-0.0,0.0,6.0
2021-01-07 13:00:00,13.75,0.0,-0.0,0.0,5.72
2021-01-07 14:00:00,13.85,42.55,89.8,29.8,5.79
2021-01-07 15:00:00,14.12,127.1,73.77,106.8,5.72
2021-01-07 16:00:00,14.74,59.65,21.48,51.65,6.07
2021-01-07 17:00:00,14.58,57.45,3.98,55.75,6.62
2021-01-07 18:00:00,14.78,138.55,88.12,100.2,7.24
2021-01-07 19:00:00,16.58,137.4,100.88,97.4,7.52
2021-01-07 20:00:00,16.82,78.8,83.24,52.7,7.66
2021-01-07 21:00:00,16.6,17.4,1.04,17.2,7.52
2021-01-07 22:00:00,16.14,0.7,0.0,0.7,7.38
2021-01-07 23:00:00,15.86,0.0,-0.0,0.0,7.45
2021-01-08 00:00:00,15.75,0.0,-0.0,0.0,7.45
2021-01-08 01:00:00,15.84,0.0,-0.0,0.0,7.45
2021-01-08 02:00:00,15.92,0.0,-0.0,0.0,7.45
2021-01-08 03:00:00,15.96,0.0,-0.0,0.0,7.38
2021-01-08 04:00:00,15.84,0.0,-0.0,0.0,6.9
2021-01-08 05:00:00,15.36,0.0,-0.0,0.0,6.41
2021-01-08 06:00:00,14.89,0.0,-0.0,0.0,6.41
2021-01-08 07:00:00,13.95,0.0,-0.0,0.0,4.83
2021-01-08 08:00:00,13.65,0.0,-0.0,0.0,4.62
2021-01-08 09:00:00,13.35,0.0,-0.0,0.0,4.62
2021-01-08 10:00:00,13.24,0.0,-0.0,0.0,5.24
2021-01-08 11:00:00,13.08,0.0,-0.0,0.0,6.07
2021-01-08 12:00:00,12.82,0.0,-0.0,0.0,6.62
2021-01-08 13:00:00,12.72,0.0,-0.0,0.0,6.97
2021-01-08 14:00:00,13.15,67.5,0.7,67.4,7.66
2021-01-08 15:00:00,13.67,96.8,7.78,94.65,8.07
2021-01-08 16:00:00,13.98,147.05,31.03,135.45,8.55
2021-01-08 17:00:00,14.65,144.85,127.92,90.0,9.52
2021-01-08 18:00:00,15.69,89.6,19.89,80.9,10.07
2021-01-08 19:00:00,15.72,95.8,49.0,76.25,9.72
2021-01-08 20:00:00,16.18,73.1,26.41,64.75,9.17
2021-01-08 21:00:00,16.41,22.25,1.03,22.05,8.76
2021-01-08 22:00:00,16.09,0.95,0.0,0.95,7.79
2021-01-08 23:00:00,15.14,0.0,-0.0,0.0,6.83
2021-01-09 00:00:00,14.35,0.0,-0.0,0.0,6.9
2021-01-09 01:00:00,14.13,0.0,-0.0,0.0,7.17
2021-01-09 02:00:00,14.23,0.0,-0.0,0.0,7.86
2021-01-09 03:00:00,14.33,0.0,-0.0,0.0,8.41
2021-01-09 04:00:00,14.37,0.0,-0.0,0.0,9.17
2021-01-09 05:00:00,14.18,0.0,-0.0,0.0,6.0
2021-01-09 06:00:00,12.86,0.0,-0.0,0.0,10.07
2021-01-09 07:00:00,7.95,0.0,-0.0,0.0,8.55
2021-01-09 08:00:00,5.37,0.0,-0.0,0.0,9.24
2021-01-09 09:00:00,3.98,0.0,-0.0,0.0,9.17
2021-01-09 10:00:00,4.18,0.0,-0.0,0.0,8.69
2021-01-09 11:00:00,4.21,0.0,-0.0,0.0,8.0
2021-01-09 12:00:00,4.16,0.0,-0.0,0.0,7.45
2021-01-09 13:00:00,3.79,0.0,-0.0,0.0,6.83
2021-01-09 14:00:00,3.41,147.8,584.6,63.85,6.62
2021-01-09 15:00:00,3.66,240.1,461.09,112.15,6.48
2021-01-09 16:00:00,4.02,342.95,566.16,130.4,6.41
2021-01-09 17:00:00,4.5,388.65,566.61,144.6,7.1
2021-01-09 18:00:00,5.09,413.55,730.99,92.2,6.83
2021-01-09 19:00:00,5.82,327.8,522.56,118.0,6.14
2021-01-09 20:00:00,5.96,184.5,228.72,111.55,5.66
2021-01-09 21:00:00,5.64,74.55,113.6,52.1,5.1
2021-01-09 22:00:00,4.94,3.35,25.12,2.2,3.86
2021-01-09 23:00:00,3.49,0.0,-0.0,0.0,3.31
2021-01-10 00:00:00,2.61,0.0,-0.0,0.0,2.97
2021-01-10 01:00:00,2.07,0.0,-0.0,0.0,2.62
2021-01-10 02:00:00,1.81,0.0,-0.0,0.0,2.28
2021-01-10 03:00:00,1.47,0.0,-0.0,0.0,2.0
2021-01-10 04:00:00,1.28,0.0,-0.0,0.0,1.66
2021-01-10 05:00:00,0.68,0.0,-0.0,0.0,1.17
2021-01-10 06:00:00,1.33,0.0,-0.0,0.0,0.55
2021-01-10 07:00:00,1.18,0.0,-0.0,0.0,0.69
2021-01-10 08:00:00,-0.4,0.0,-0.0,0.0,1.52
2021-01-10 09:00:00,-0.36,0.0,-0.0,0.0,2.0
2021-01-10 10:00:00,-0.43,0.0,-0.0,0.0,2.28
2021-01-10 11:00:00,-0.11,0.0,-0.0,0.0,2.41
2021-01-10 12:00:00,0.04,0.0,-0.0,0.0,2.55
2021-01-10 13:00:00,-0.16,0.0,-0.0,0.0,2.83
2021-01-10 14:00:00,0.41,169.5,629.75,78.45,3.1
2021-01-10 15:00:00,2.2,294.95,687.72,103.2,3.45
2021-01-10 16:00:00,3.96,309.0,433.42,145.55,4.14
2021-01-10 17:00:00,4.84,318.9,236.5,216.55,4.62
2021-01-10 18:00:00,5.5,196.8,38.8,179.65,5.03
2021-01-10 19:00:00,5.5,126.95,0.87,126.6,5.24
2021-01-10 20:00:00,5.23,88.2,2.8,87.3,5.1
2021-01-10 21:00:00,5.12,22.55,0.0,22.55,4.76
2021-01-10 22:00:00,4.28,0.8,0.0,0.8,5.1
2021-01-10 23:00:00,3.74,0.0,-0.0,0.0,5.86
2021-01-11 00:00:00,4.15,0.0,-0.0,0.0,5.86
2021-01-11 01:00:00,4.92,0.0,-0.0,0.0,5.72
2021-01-11 02:00:00,6.17,0.0,-0.0,0.0,5.38
2021-01-11 03:00:00,7.93,0.0,-0.0,0.0,5.1
2021-01-11 04:00:00,9.93,0.0,-0.0,0.0,5.93
2021-01-11 05:00:00,11.49,0.0,-0.0,0.0,7.1
2021-01-11 06:00:00,10.83,0.0,-0.0,0.0,8.0
2021-01-11 07:00:00,8.42,0.0,-0.0,0.0,7.38
2021-01-11 08:00:00,7.52,0.0,-0.0,0.0,7.45
2021-01-11 09:00:00,6.7,0.0,-0.0,0.0,7.03
2021-01-11 10:00:00,5.99,0.0,-0.0,0.0,7.17
2021-01-11 11:00:00,5.42,0.0,-0.0,0.0,7.59
2021-01-11 12:00:00,4.85,0.0,-0.0,0.0,7.59
2021-01-11 13:00:00,4.22,0.0,-0.0,0.0,7.52
2021-01-11 14:00:00,3.71,40.2,16.13,37.85,7.79
2021-01-11 15:00:00,3.46,75.4,3.21,74.5,7.31
2021-01-11 16:00:00,3.48,184.75,151.22,127.45,7.45
2021-01-11 17:00:00,3.94,186.75,100.59,143.0,8.14
2021-01-11 18:00:00,4.38,146.4,43.09,127.25,8.28
2021-01-11 19:00:00,4.38,147.4,61.08,122.55,7.93
2021-01-11 20:00:00,4.5,149.05,151.06,100.0,7.31
2021-01-11 21:00:00,4.48,66.2,91.85,47.5,6.62
2021-01-11 22:00:00,3.89,3.4,13.52,2.7,5.31
2021-01-11 23:00:00,3.09,0.0,-0.0,0.0,4.69
2021-01-12 00:00:00,2.8,0.0,-0.0,0.0,4.48
2021-01-12 01:00:00,2.72,0.0,-0.0,0.0,4.34
2021-01-12 02:00:00,2.6,0.0,-0.0,0.0,4.28
2021-01-12 03:00:00,2.5,0.0,-0.0,0.0,4.41
2021-01-12 04:00:00,2.37,0.0,-0.0,0.0,4.48
2021-01-12 05:00:00,2.13,0.0,-0.0,0.0,4.21
2021-01-12 06:00:00,1.7,0.0,-0.0,0.0,4.0
2021-01-12 07:00:00,0.95,0.0,-0.0,0.0,3.38
2021-01-12 08:00:00,0.13,0.0,-0.0,0.0,2.9
2021-01-12 09:00:00,-0.52,0.0,-0.0,0.0,2.55
2021-01-12 10:00:00,-0.87,0.0,-0.0,0.0,2.48
2021-01-12 11:00:00,-0.87,0.0,-0.0,0.0,2.34
2021-01-12 12:00:00,-1.01,0.0,-0.0,0.0,2.34
2021-01-12 13:00:00,-0.99,0.0,-0.0,0.0,2.34
2021-01-12 14:00:00,-0.5,123.8,350.99,72.25,2.14
2021-01-12 15:00:00,0.58,240.1,460.23,110.4,2.48
2021-01-12 16:00:00,1.51,345.25,575.84,125.95,2.83
2021-01-12 17:00:00,2.29,423.05,692.38,120.35,2.28
2021-01-12 18:00:00,3.11,429.55,758.23,90.6,2.07
2021-01-12 19:00:00,4.05,368.35,733.85,67.7,1.52
2021-01-12 20:00:00,4.53,243.95,557.5,61.25,1.86
2021-01-12 21:00:00,4.52,92.3,228.36,45.1,2.21
2021-01-12 22:00:00,3.75,4.9,32.81,3.1,1.93
2021-01-12 23:00:00,2.33,0.0,-0.0,0.0,2.34
2021-01-13 00:00:00,1.26,0.0,-0.0,0.0,2.48
2021-01-13 01:00:00,0.51,0.0,-0.0,0.0,2.69
2021-01-13 02:00:00,0.0,0.0,-0.0,0.0,2.9
2021-01-13 03:00:00,-0.26,0.0,-0.0,0.0,2.97
2021-01-13 04:00:00,-0.41,0.0,-0.0,0.0,2.9
2021-01-13 05:00:00,-0.6,0.0,-0.0,0.0,2.76
2021-01-13 06:00:00,-0.85,0.0,-0.0,0.0,2.76
2021-01-13 07:00:00,-0.9,0.0,-0.0,0.0,2.62
2021-01-13 08:00:00,-1.0,0.0,-0.0,0.0,2.48
2021-01-13 09:00:00,-0.88,0.0,-0.0,0.0,2.34
2021-01-13 10:00:00,-0.71,0.0,-0.0,0.0,2.14
2021-01-13 11:00:00,-0.68,0.0,-0.0,0.0,1.72
2021-01-13 12:00:00,-0.47,0.0,-0.0,0.0,1.59
2021-01-13 13:00:00,-0.3,0.0,-0.0,0.0,1.93
2021-01-13 14:00:00,0.1,70.3,5.74,69.45,1.86
2021-01-13 15:00:00,0.95,138.3,15.52,133.9,1.72
2021-01-13 16:00:00,1.97,176.6,14.37,171.1,1.45
2021-01-13 17:00:00,2.73,216.1,22.3,206.3,1.1
2021-01-13 18:00:00,3.47,180.6,30.58,166.85,0.97
2021-01-13 19:00:00,3.87,138.65,5.82,136.25,0.9
2021-01-13 20:00:00,3.95,96.05,6.05,94.05,1.17
2021-01-13 21:00:00,3.9,44.6,7.15,43.1,1.66
2021-01-13 22:00:00,3.66,2.2,0.0,2.2,1.79
2021-01-13 23:00:00,3.04,0.0,-0.0,0.0,2.34
2021-01-14 00:00:00,2.32,0.0,-0.0,0.0,3.38
2021-01-14 01:00:00,1.78,0.0,-0.0,0.0,4.34
2021-01-14 02:00:00,1.22,0.0,-0.0,0.0,4.69
2021-01-14 03:00:00,0.73,0.0,-0.0,0.0,4.69
2021-01-14 04:00:00,0.06,0.0,-0.0,0.0,4.41
2021-01-14 05:00:00,-0.24,0.0,-0.0,0.0,4.34
2021-01-14 06:00:00,-0.4,0.0,-0.0,0.0,4.55
2021-01-14 07:00:00,-1.23,0.0,-0.0,0.0,4.76
2021-01-14 08:00:00,-1.22,0.0,-0.0,0.0,5.03
2021-01-14 09:00:00,-1.39,0.0,-0.0,0.0,5.03
2021-01-14 10:00:00,-1.52,0.0,-0.0,0.0,5.17
2021-01-14 11:00:00,-1.66,0.0,-0.0,0.0,5.24
2021-01-14 12:00:00,-1.9,0.0,-0.0,0.0,5.38
2021-01-14 13:00:00,-2.17,0.0,-0.0,0.0,5.31
2021-01-14 14:00:00,-2.31,110.9,170.78,85.35,5.93
2021-01-14 15:00:00,-1.89,251.2,461.69,119.5,6.9
2021-01-14 16:00:00,-1.24,314.8,389.35,164.9,7.24
2021-01-14 17:00:00,-0.42,329.15,385.83,158.6,7.17
2021-01-14 18:00:00,0.21,256.65,126.52,199.4,7.45
2021-01-14 19:00:00,0.24,174.8,100.33,133.1,7.38
2021-01-14 20:00:00,0.38,117.2,76.65,91.6,6.97
2021-01-14 21:00:00,0.18,44.8,14.08,41.8,6.41
2021-01-14 22:00:00,-0.46,3.65,0.82,3.6,6.34
2021-01-14 23:00:00,-1.28,0.0,-0.0,0.0,5.86
2021-01-15 00:00:00,-1.85,0.0,-0.0,0.0,5.79
2021-01-15 01:00:00,-2.13,0.0,-0.0,0.0,6.0
2021-01-15 02:00:00,-2.48,0.0,-0.0,0.0,5.72
2021-01-15 03:00:00,-2.84,0.0,-0.0,0.0,5.31
2021-01-15 04:00:00,-3.24,0.0,-0.0,0.0,5.31
2021-01-15 05:00:00,-3.59,0.0,-0.0,0.0,5.45
2021-01-15 06:00:00,-3.89,0.0,-0.0,0.0,5.17
2021-01-15 07:00:00,-4.23,0.0,-0.0,0.0,5.72
2021-01-15 08:00:00,-4.06,0.0,-0.0,0.0,5.59
2021-01-15 09:00:00,-3.51,0.0,-0.0,0.0,5.24
2021-01-15 10:00:00,-2.86,0.0,-0.0,0.0,5.1
2021-01-15 11:00:00,-2.3,0.0,-0.0,0.0,5.72
2021-01-15 12:00:00,-1.95,0.0,-0.0,0.0,5.93
2021-01-15 13:00:00,-1.96,0.0,-0.0,0.0,5.66
2021-01-15 14:00:00,-1.83,92.8,24.48,89.1,5.52
2021-01-15 15:00:00,-1.29,184.85,239.26,116.15,6.55
2021-01-15 16:00:00,-0.66,282.7,286.38,171.8,6.48
2021-01-15 17:00:00,0.11,257.35,133.48,198.0,5.93
2021-01-15 18:00:00,0.43,252.2,80.38,215.6,5.52
2021-01-15 19:00:00,0.27,225.8,131.94,170.55,4.69
2021-01-15 20:00:00,0.19,138.0,59.3,118.0,4.55
2021-01-15 21:00:00,-0.27,55.1,37.65,46.95,3.72
2021-01-15 22:00:00,-1.0,4.7,9.29,4.1,3.38
2021-01-15 23:00:00,-1.81,0.0,-0.0,0.0,3.45
2021-01-16 00:00:00,-2.5,0.0,-0.0,0.0,3.59
2021-01-16 01:00:00,-2.97,0.0,-0.0,0.0,3.52
2021-01-16 02:00:00,-3.72,0.0,-0.0,0.0,3.31
2021-01-16 03:00:00,-4.36,0.0,-0.0,0.0,3.1
2021-01-16 04:00:00,-5.06,0.0,-0.0,0.0,3.03
2021-01-16 05:00:00,-5.58,0.0,-0.0,0.0,2.76
2021-01-16 06:00:00,-6.05,0.0,-0.0,0.0,2.76
2021-01-16 07:00:00,-6.33,0.0,-0.0,0.0,3.1
2021-01-16 08:00:00,-6.4,0.0,-0.0,0.0,2.69
2021-01-16 09:00:00,-6.45,0.0,-0.0,0.0,1.93
2021-01-16 10:00:00,-6.67,0.0,-0.0,0.0,1.66
2021-01-16 11:00:00,-6.93,0.0,-0.0,0.0,2.0
2021-01-16 12:00:00,-7.14,0.0,-0.0,0.0,2.21
2021-01-16 13:00:00,-7.33,0.0,-0.0,0.0,2.21
2021-01-16 14:00:00,-6.65,212.9,1045.61,53.15,2.48
2021-01-16 15:00:00,-4.91,354.9,980.85,71.3,2.9
2021-01-16 16:00:00,-3.15,455.8,973.32,76.6,3.1
2021-01-16 17:00:00,-1.71,466.1,775.2,119.35,3.59
2021-01-16 18:00:00,-0.79,437.95,662.94,134.1,3.86
2021-01-16 19:00:00,0.05,327.65,412.85,153.45,4.14
2021-01-16 20:00:00,0.46,243.8,418.68,101.2,4.34
2021-01-16 21:00:00,0.41,103.1,200.6,59.0,3.45
2021-01-16 22:00:00,-0.46,6.45,5.15,6.1,2.83
2021-01-16 23:00:00,-1.57,0.0,-0.0,0.0,2.62
2021-01-17 00:00:00,-2.0,0.0,-0.0,0.0,2.62
2021-01-17 01:00:00,-2.22,0.0,-0.0,0.0,2.83
2021-01-17 02:00:00,-2.36,0.0,-0.0,0.0,2.69
2021-01-17 03:00:00,-2.51,0.0,-0.0,0.0,2.83
2021-01-17 04:00:00,-2.66,0.0,-0.0,0.0,2.97
2021-01-17 05:00:00,-2.58,0.0,-0.0,0.0,3.03
2021-01-17 06:00:00,-2.5,0.0,-0.0,0.0,3.03
2021-01-17 07:00:00,-2.15,0.0,-0.0,0.0,2.83
2021-01-17 08:00:00,-2.0,0.0,-0.0,0.0,2.62
2021-01-17 09:00:00,-1.77,0.0,-0.0,0.0,2.76
2021-01-17 10:00:00,-1.57,0.0,-0.0,0.0,2.83
2021-01-17 11:00:00,-1.4,0.0,-0.0,0.0,2.97
2021-01-17 12:00:00,-1.22,0.0,-0.0,0.0,2.97
2021-01-17 13:00:00,-1.19,0.0,-0.0,0.0,2.97
2021-01-17 14:00:00,-0.97,63.35,12.29,61.45,2.69
2021-01-17 15:00:00,-0.42,103.35,0.17,103.3,2.97
2021-01-17 16:00:00,0.27,165.1,46.42,146.9,3.17
2021-01-17 17:00:00,1.03,186.1,60.65,158.8,3.38
2021-01-17 18:00:00,1.76,156.65,41.29,137.6,3.66
2021-01-17 19:00:00,2.5,168.7,59.85,143.25,3.86
2021-01-17 20:00:00,3.03,106.4,52.9,88.2,4.41
2021-01-17 21:00:00,2.86,37.5,10.3,35.2,4.55
2021-01-17 22:00:00,2.26,2.3,0.0,2.3,4.76
2021-01-17 23:00:00,1.89,0.0,-0.0,0.0,5.1
2021-01-18 00:00:00,1.77,0.0,-0.0,0.0,5.59
2021-01-18 01:00:00,1.75,0.0,-0.0,0.0,6.14
